uncontrollable137.json,0.1,0.4
uncontrollable75.json,1.0,0.0
uncontrollable160.json,0.0,0.0
uncontrollable22.json,1.0,0.3
uncontrollable34.json,0.0,0.0
uncontrollable121.json,0.8,1.0
uncontrollable63.json,0.4,0.8
uncontrollable18.json,1.0,1.0
uncontrollable59.json,0.0,0.0
uncontrollable1.json,0.3,1.0
uncontrollable96.json,0.0,0.5
uncontrollable79.json,0.0,0.0
uncontrollable38.json,1.0,0.0
uncontrollable80.json,0.7,0.9
uncontrollable14.json,0.1,0.2
uncontrollable156.json,0.1,0.7
uncontrollable43.json,0.0,0.3
uncontrollable101.json,0.0,0.1
uncontrollable55.json,0.0,0.0
uncontrollable117.json,1.0,1.0
uncontrollable140.json,0.2,0.0
uncontrollable95.json,0.9,0.0
uncontrollable138.json,1.0,1.0
uncontrollable83.json,0.8,1.0
uncontrollable17.json,0.0,0.1
uncontrollable155.json,0.3,0.7
uncontrollable40.json,0.0,0.4
uncontrollable102.json,0.0,0.0
uncontrollable56.json,0.3,0.9
uncontrollable114.json,0.0,0.3
uncontrollable143.json,0.4,0.9
uncontrollable134.json,0.3,0.9
uncontrollable76.json,1.0,1.0
uncontrollable99.json,0.0,0.0
uncontrollable163.json,1.0,1.0
uncontrollable21.json,0.0,0.0
uncontrollable37.json,1.0,0.0
uncontrollable122.json,0.0,0.0
uncontrollable60.json,1.0,0.0
uncontrollable159.json,0.0,0.2
uncontrollable118.json,0.0,0.0
uncontrollable2.json,0.2,0.2
uncontrollable3.json,0.0,0.0
uncontrollable119.json,0.0,0.1
uncontrollable158.json,0.3,0.1
uncontrollable61.json,0.7,0.8
uncontrollable123.json,0.2,0.6
uncontrollable36.json,0.0,0.0
uncontrollable20.json,1.0,1.0
uncontrollable162.json,0.0,0.0
uncontrollable77.json,1.0,1.0
uncontrollable98.json,0.0,0.6
uncontrollable135.json,0.0,0.0
uncontrollable142.json,0.9,0.7
uncontrollable115.json,1.0,1.0
uncontrollable57.json,1.0,1.0
uncontrollable103.json,0.1,0.2
uncontrollable41.json,0.0,0.1
uncontrollable154.json,0.5,0.3
uncontrollable16.json,1.0,1.0
uncontrollable82.json,0.1,0.3
uncontrollable139.json,0.1,0.9
uncontrollable94.json,0.6,1.0
uncontrollable132.json,0.5,0.0
uncontrollable70.json,0.1,0.0
uncontrollable165.json,0.0,0.0
uncontrollable27.json,0.0,0.3
uncontrollable31.json,0.0,0.3
uncontrollable124.json,0.5,0.9
uncontrollable66.json,0.0,0.0
uncontrollable89.json,1.0,1.0
uncontrollable108.json,0.0,0.1
uncontrollable4.json,0.7,1.0
uncontrollable149.json,0.0,0.0
uncontrollable93.json,0.5,0.0
uncontrollable169.json,0.1,0.8
uncontrollable85.json,0.0,0.0
uncontrollable128.json,1.0,1.0
uncontrollable11.json,1.0,0.0
uncontrollable153.json,0.0,0.0
uncontrollable46.json,0.0,0.0
uncontrollable104.json,0.1,0.9
uncontrollable8.json,0.3,1.0
uncontrollable50.json,0.7,1.0
uncontrollable112.json,0.0,0.6
uncontrollable145.json,0.1,0.0
uncontrollable144.json,0.2,0.6
uncontrollable113.json,0.0,0.0
uncontrollable9.json,0.0,0.3
uncontrollable51.json,0.2,0.4
uncontrollable105.json,1.0,1.0
uncontrollable47.json,0.0,0.2
uncontrollable152.json,0.0,0.4
uncontrollable10.json,0.1,0.8
uncontrollable129.json,0.3,0.7
uncontrollable84.json,0.5,1.0
uncontrollable168.json,0.3,0.0
uncontrollable92.json,0.6,1.0
uncontrollable148.json,0.1,0.5
uncontrollable5.json,0.0,0.0
uncontrollable109.json,0.2,0.5
uncontrollable67.json,0.0,0.1
uncontrollable88.json,0.5,0.7
uncontrollable125.json,0.0,0.0
uncontrollable30.json,0.1,0.7
uncontrollable26.json,0.2,0.9
uncontrollable164.json,0.0,0.0
uncontrollable71.json,0.3,0.9
uncontrollable133.json,0.6,1.0
