uncontrollable6.json,0.0,0.7
uncontrollable48.json,0.0,0.5
uncontrollable64.json,1.0,1.0
uncontrollable126.json,0.8,0.9
uncontrollable33.json,0.0,0.0
uncontrollable25.json,0.0,0.0
uncontrollable167.json,1.0,1.0
uncontrollable72.json,0.6,0.9
uncontrollable130.json,0.2,0.6
uncontrollable147.json,0.8,0.0
uncontrollable110.json,0.0,0.0
uncontrollable52.json,0.0,0.0
uncontrollable106.json,0.5,0.6
uncontrollable44.json,0.0,0.7
uncontrollable151.json,0.6,1.0
uncontrollable13.json,0.0,0.0
uncontrollable87.json,0.1,0.4
uncontrollable68.json,0.0,0.0
uncontrollable29.json,0.0,0.0
uncontrollable91.json,0.0,0.4
uncontrollable90.json,0.2,0.4
uncontrollable28.json,0.3,0.9
uncontrollable86.json,0.1,0.7
uncontrollable69.json,0.0,0.0
uncontrollable12.json,0.0,0.7
uncontrollable150.json,0.0,0.0
uncontrollable45.json,0.0,0.0
uncontrollable107.json,0.0,0.0
uncontrollable53.json,0.1,0.7
uncontrollable111.json,1.0,0.0
uncontrollable146.json,0.2,0.8
uncontrollable131.json,0.1,0.7
uncontrollable73.json,0.5,1.0
uncontrollable166.json,0.7,1.0
uncontrollable24.json,0.0,0.2
uncontrollable32.json,0.3,0.7
uncontrollable127.json,0.0,0.0
uncontrollable65.json,0.0,0.3
uncontrollable49.json,0.2,0.6
uncontrollable7.json,0.0,0.0
uncontrollable141.json,0.0,0.1
uncontrollable116.json,0.3,0.6
uncontrollable54.json,0.2,0.4
uncontrollable100.json,0.0,0.1
uncontrollable42.json,0.1,0.0
uncontrollable157.json,0.0,0.0
uncontrollable15.json,0.2,0.6
uncontrollable81.json,0.0,0.0
uncontrollable39.json,1.0,1.0
uncontrollable97.json,0.7,0.7
uncontrollable78.json,0.0,0.8
uncontrollable58.json,0.0,0.0
uncontrollable19.json,0.2,0.9
uncontrollable62.json,0.3,1.0
uncontrollable120.json,0.9,1.0
uncontrollable35.json,0.4,0.8
uncontrollable23.json,1.0,0.0
uncontrollable161.json,0.0,0.3
uncontrollable74.json,0.6,0.0
uncontrollable136.json,0.6,1.0
