dataset/uncontrollable_full/uncontrollable6.json,0.88,0.73,0.0036149024963378906,0.0002052783966064453,0.00030057191848754884
dataset/uncontrollable_full/uncontrollable48.json,0.33,0.34,0.0012679100036621094,7.200241088867188e-05,0.00020195484161376952
dataset/uncontrollable_full/uncontrollable64.json,0.99,1.0,0.0013208389282226562,7.295608520507812e-05,6.205558776855468e-05
dataset/uncontrollable_full/uncontrollable126.json,0.93,0.95,0.004663228988647461,0.0002701282501220703,0.003528614044189453
dataset/uncontrollable_full/uncontrollable33.json,0.02,0.02,0.0012600421905517578,6.985664367675781e-05,0.00020780324935913087
dataset/uncontrollable_full/uncontrollable25.json,0.0,0.0,0.012663841247558594,0.0014851093292236328,0.005585587024688721
dataset/uncontrollable_full/uncontrollable167.json,1.0,1.0,0.003471851348876953,0.00022602081298828125,0.0014933705329895019
dataset/uncontrollable_full/uncontrollable72.json,0.82,0.89,0.0012781620025634766,6.985664367675781e-05,0.00015540361404418944
dataset/uncontrollable_full/uncontrollable130.json,0.51,0.51,0.000476837158203125,3.695487976074219e-05,2.809762954711914e-05
dataset/uncontrollable_full/uncontrollable147.json,0.95,0.14,0.002138853073120117,0.00013303756713867188,0.0005250334739685059
dataset/uncontrollable_full/uncontrollable110.json,0.0,0.0,0.033203840255737305,0.0011758804321289062,0.0055936074256896975
dataset/uncontrollable_full/uncontrollable52.json,0.0,0.0,0.006612062454223633,0.0005099773406982422,0.0036927366256713865
dataset/uncontrollable_full/uncontrollable106.json,0.74,0.76,0.0011332035064697266,6.890296936035156e-05,0.00015589237213134766
dataset/uncontrollable_full/uncontrollable44.json,0.85,0.91,0.003838062286376953,0.00019693374633789062,0.0008677744865417481
dataset/uncontrollable_full/uncontrollable151.json,0.95,0.94,0.006669044494628906,0.0003199577331542969,0.0006578540802001953
dataset/uncontrollable_full/uncontrollable13.json,0.0,0.0,0.00871419906616211,0.0009341239929199219,0.0042470812797546385
dataset/uncontrollable_full/uncontrollable87.json,0.28,0.21,0.0021071434020996094,0.00018310546875,0.000504450798034668
dataset/uncontrollable_full/uncontrollable68.json,0.0,0.0,0.001990079879760742,0.00021505355834960938,0.00031453609466552734
dataset/uncontrollable_full/uncontrollable29.json,0.0,0.0,0.0026302337646484375,0.00034308433532714844,0.0012009477615356446
dataset/uncontrollable_full/uncontrollable91.json,0.35,0.33,0.0026886463165283203,0.00016617774963378906,0.00020846843719482422
dataset/uncontrollable_full/uncontrollable90.json,0.42,0.45,0.0026960372924804688,0.00014781951904296875,0.00017248868942260743
dataset/uncontrollable_full/uncontrollable28.json,0.88,0.92,0.002688884735107422,0.0002162456512451172,0.0008050775527954101
dataset/uncontrollable_full/uncontrollable86.json,0.69,0.6,0.0011267662048339844,6.866455078125e-05,6.042957305908203e-05
dataset/uncontrollable_full/uncontrollable69.json,0.0,0.0,0.007014751434326172,0.0005249977111816406,0.0013695287704467774
dataset/uncontrollable_full/uncontrollable12.json,0.63,0.67,0.005116939544677734,0.00029397010803222656,0.0006268954277038574
dataset/uncontrollable_full/uncontrollable150.json,0.0,0.0,0.009546995162963867,0.000990152359008789,0.004897582530975342
dataset/uncontrollable_full/uncontrollable45.json,0.0,0.0,0.00627589225769043,0.0006070137023925781,0.0018291544914245605
dataset/uncontrollable_full/uncontrollable107.json,0.02,0.05,0.0034270286560058594,0.0002307891845703125,0.0008887410163879395
dataset/uncontrollable_full/uncontrollable53.json,0.54,0.57,0.0011317729949951172,6.794929504394531e-05,5.960702896118164e-05
dataset/uncontrollable_full/uncontrollable111.json,1.0,0.0,0.002710103988647461,0.0002028942108154297,0.0006220340728759766
dataset/uncontrollable_full/uncontrollable146.json,0.9,0.85,0.003458738327026367,0.00019598007202148438,0.00028008222579956055
dataset/uncontrollable_full/uncontrollable131.json,0.88,0.95,0.002838134765625,0.00018215179443359375,0.001386737823486328
dataset/uncontrollable_full/uncontrollable73.json,0.97,0.98,0.005062103271484375,0.00038814544677734375,0.0015661573410034179
